index,log_lsun,log_lsun_u,t_exp,t_exp_u,v_start,v_start_u,t_inner,t_inner_u
0,9.097308389681004,0.4389233558724016,12.181808233555902,0.2954520583889756,5946.460020325572,0.18307502540696519,13254.866678367296,0.36371666959182414
1,8.944193794851333,0.3776775179405337,11.631206020164603,0.15780150504115065,5883.061343193095,0.10382667899136933,12910.543820212071,0.27763595505301797
2,8.657221979307245,0.2628887917228976,12.355555411442351,0.3388888528605879,6513.3220714303425,0.8916525892879279,12640.261770302046,0.2100654425755113
3,9.237485109389157,0.4949940437556626,13.052122062809836,0.5130305157024592,6467.888298643807,0.8348603733047585,13198.705177930768,0.3496762944826918
4,9.388536627520487,0.5554146510081949,14.392726225208794,0.8481815563021984,5836.0030906040465,0.04500386325505823,13398.537364737726,0.3996343411844313
5,9.458492174361048,0.5833968697444194,14.02720877007557,0.7568021925188925,6244.333422933883,0.555416778667354,13704.318400506403,0.4760796001266008
6,8.828813156208252,0.3315252624833007,12.631488063870018,0.40787201596750433,6587.108247147863,0.9838853089348286,14691.767140123688,0.7229417850309219
7,10.129629396511133,0.851851758604453,11.278450444231533,0.06961261105788319,5818.359615392697,0.02294951924087163,12056.868453149043,0.06421711328726087
8,8.103677205089422,0.04147088203576865,11.81266159801833,0.20316539950458234,6258.461376425424,0.5730767205317797,15252.961806742633,0.8632404516856582
9,8.996704984809528,0.3986819939238113,14.387493806547235,0.8468734516368088,5935.157038375117,0.1689462979688955,11915.535185104825,0.028883796276206408
10,9.959486458865564,0.7837945835462256,11.606901627073775,0.15172540676844393,6565.295831262801,0.9566197890785004,14412.68423589783,0.6531710589744574
11,8.12980944959551,0.05192377983820429,11.958225566030553,0.2395563915076382,6020.627888089829,0.2757848601122861,12282.337677218924,0.12058441930473096
12,9.911672271635336,0.7646689086541342,13.669314627328497,0.6673286568321243,6566.037860362995,0.9575473254537438,13969.022500599312,0.5422556251498282
13,10.074330620212402,0.829732248084961,13.0318697807879,0.5079674451969752,6367.720631191709,0.7096507889896367,12382.557498323407,0.14563937458085174
14,8.653088937450239,0.26123557498009564,12.181751876734822,0.29543796918370546,6156.345155870071,0.4454314448375881,11953.307072448753,0.03832676811218816
15,10.485043652799108,0.9940174611196433,12.207840392472182,0.30196009811804525,6348.457225591566,0.6855715319894584,12350.172568839273,0.13754314220981811
16,8.82160931003119,0.3286437240124763,12.72242440072965,0.4306061001824124,6556.266452722998,0.9453330659037475,11824.388661470311,0.0060971653675779836
17,8.762735235129137,0.3050940940516548,12.257312101445224,0.3143280253613061,6013.925527083152,0.26740690885394014,14826.80080161743,0.7567002004043576
18,8.682496839624566,0.2729987358498266,11.246144527278926,0.06153613181973128,6507.049705471558,0.8838121318394473,13688.891869301047,0.4722229673252617
19,8.980646803060761,0.3922587212243046,12.272897303051641,0.3182243257629104,5819.445970084871,0.024307462606088293,13915.852290757102,0.5289630726892753
20,10.238661178159367,0.8954644712637467,13.48465821913706,0.6211645547842652,6402.920051520734,0.7536500644009176,12234.42749861394,0.10860687465348529
21,8.768670875320982,0.3074683501283927,14.460338432927987,0.8650846082319966,5872.745294973974,0.09093161871746691,13003.226100496071,0.30080652512401773
22,8.129805582229588,0.051922232891835285,14.28891913283011,0.8222297832075275,5911.016224872347,0.13877028109043432,12794.530252667493,0.2486325631668732
23,8.28004240314884,0.1120169612595362,14.146894973580881,0.7867237433952201,6376.2653323037475,0.7203316653796841,14866.058678359335,0.7665146695898337
24,8.980175173705682,0.3920700694822724,11.927394330319833,0.23184858257995844,5802.214712152823,0.0027683901910290354,14245.893384812873,0.6114733462032179
25,9.50852962633916,0.6034118505356636,12.311125412719372,0.327781353179843,6243.506963045631,0.5543837038070389,15532.810539529424,0.9332026348823559
26,8.698381071852952,0.2793524287411806,13.340807615925257,0.5852019039813146,6124.495677991134,0.4056195974889173,13791.910821239373,0.4979777053098432
27,8.419446353740538,0.1677785414962153,14.020444221500046,0.7551110553750118,5931.686437427313,0.16460804678414098,13969.436638452296,0.542359159613074
28,9.557297860311138,0.6229191441244554,12.94959087741203,0.48739771935300746,5830.014606790344,0.03751825848793067,11852.72414545883,0.013181036364707355
29,8.213538567103374,0.08541542684134973,12.586934446052933,0.3967336115132334,6203.357359088506,0.5041966988606332,14889.389255423952,0.7723473138559881
30,9.787850407762413,0.7151401631049654,11.315186644474643,0.07879666111866102,6230.788007510603,0.5384850093882543,15074.579574395048,0.8186448935987619
31,8.399528439524252,0.15981137580970095,12.396930975128264,0.3492327437820657,6482.527374909691,0.8531592186371142,15600.482871310567,0.9501207178276416
32,10.215064210178642,0.886025684071457,14.390621851470865,0.8476554628677161,6596.615754300836,0.995769692876045,13606.506266347462,0.4516265665868656
33,8.352584893934623,0.1410339575738493,11.518191112106148,0.12954777802653705,6104.360878663367,0.3804510983292084,15341.782796656738,0.8854456991641846
34,8.185441885124918,0.07417675404996749,13.22952754576282,0.5573818864407054,6562.368485974497,0.952960607468121,15055.979373667964,0.813994843416991
35,8.798101884458939,0.31924075378357564,14.42270444036043,0.8556761100901074,6493.453595020731,0.8668169937759138,12920.22680194664,0.28005670048665987
36,8.974513428874467,0.38980537154978634,12.592903342096609,0.39822583552415225,6403.103131980042,0.7538789149750522,15286.483382829012,0.871620845707253
