id,log_lsun,t_exp,X,Z,n
0,8.652004505194261,13.016386295679226,0.6835949775186914,0.0471137645751588,10.18651358289311
1,8.001254436022965,14.951463263189266,0.5994082135153173,0.03272111551125361,7.92798401672821
2,8.440479419053508,15.993199504983025,0.6297064073817182,0.035443738493550744,7.809339014920901
3,8.107670751810193,17.617962560182452,0.5791656169166406,0.00284811389923895,8.30299538056297
4,8.10210374298439,13.472810256620525,0.6855971265208775,0.0037934707992387734,15.43314149772531
5,8.75543165425129,14.868899217504449,0.799815278511238,0.034223155653846045,9.748738617810861
6,8.713459830067205,10.310569434940394,0.8832251294045123,0.03452999941363508,13.48421070758367
7,8.683737677605235,9.8004609953407,0.8341475336547173,0.015033135884384943,9.623317858636986
8,8.263598056554354,9.213814599055357,0.733193216629339,0.045003166777260295,12.308095053435325
9,8.333109298285319,15.587946815682846,0.7607284212881145,0.037487432801914196,5.260886742620463
10,8.665224559906202,14.977268267069801,0.669250005976876,0.021247283175276015,10.814519464610942
11,8.895601943722166,11.911875497430138,0.7869591736801033,0.017476907674840277,17.805621427987383
12,8.25417896097012,11.750628438530523,0.7861008077074008,0.016462570068430066,12.10608881999844
13,8.066751214810228,13.922266040243214,0.9080989969810875,0.031168490610572787,14.336099280567478
14,8.969007322876939,16.790605527885965,0.6724095496523067,0.00952830486323482,12.940705413022775
15,8.479362715237778,14.047662933657612,0.6871362876883441,0.0357085509949753,10.38996484831233
16,8.68763629227851,9.740289277388262,0.7780173339911141,0.0405965523967933,10.796502920180401
17,8.393892634250276,15.64215392582343,0.8034426489596058,0.019157366237315468,9.10194128895086
18,8.00665464691386,10.904862141584134,0.9375492177012533,0.028642919113672432,12.431061719983775
19,8.776090673745095,9.485104826417883,0.6541185290160748,0.01049828348466161,13.679863873515293
20,8.774766585510253,15.779752062357211,0.9103019882792631,0.023035998673536166,15.404383771513041
21,8.490919954076396,12.139605746413208,0.9062541150396,0.02771725542523037,14.421098048568854
22,8.982940949710647,16.680397016580585,0.926112372546559,0.021561315865120077,4.6938874717575665
23,8.17248679951237,12.63817338195124,0.7098376755036074,0.04759312453022096,14.601898756075528
24,8.050355599507627,10.138837774352748,0.8736040835586889,0.04245888607557756,16.73008580215766
25,8.456743167073554,15.19737516647286,0.8423695048509379,0.038603988985704156,9.768810795762326
26,8.017890110760192,11.110685019854314,0.9406710038480066,0.004616101549761527,4.770172269664103
27,8.151751599856537,18.329700068502447,0.6719497416069011,0.048599588684263555,12.900780179679396
28,8.842463291625688,18.49119889334444,0.6404808383380841,0.0275697408809677,16.19583593105001
29,8.75884137914614,10.116603880311663,0.6974598441942164,0.049589723154220965,5.316996854026573
30,8.41089822295856,13.431771146794656,0.8840613893973479,0.013021517120247995,17.314558532882458
31,8.903063803760318,17.426125070035553,0.8806538370918824,0.01479093312565357,5.389581572933292
32,8.323119472346448,13.441785119581896,0.7747514932949879,0.03801122232340829,5.5134009738402945
33,8.383372097671087,17.340507089070105,0.7830710962299274,0.049870731463772945,9.529302999064463
34,8.528193430593547,14.974431348213857,0.6914211802316053,0.030485438004594613,5.257443827578963
35,8.06871270631605,11.09025856464483,0.6723705624617764,0.04902852395718528,11.366586300352271
36,8.545063271524956,12.898588665014865,0.6638888436033393,0.03999734025558591,16.18104207904348
37,8.896664737532477,16.80325105517036,0.585977972701852,0.027509195839522493,12.634589785059342
38,8.77487646408158,9.854557375768376,0.7161897747245008,0.031214820432021898,8.94772760085563
39,8.064873624882813,14.338257261669943,0.7801153403830766,0.0077061831358827635,9.53525447777768
40,8.836075805709504,13.703073944663029,0.7149334830185652,0.049992308902940846,10.270420818207727
41,8.607033042908974,18.125332623635437,0.5925989253636575,0.026370677463376332,13.833974425033217
42,8.112882080294638,13.711891100210257,0.7213832956142971,0.0024656688034124684,13.744624015433658
43,8.067234434633683,9.018693278844905,0.5761975084391501,0.002640973269376294,15.557465475045868
44,8.416526731303424,11.78233200503717,0.874511025770489,0.041231282654603636,9.961230746041538
45,8.499792997845287,10.468743252952848,0.823858952449102,0.022808832673977007,17.00635420047105
46,8.033528153001237,12.862381933775616,0.5738528979399701,0.04137075229587188,15.536109335606957
47,8.367361768914177,14.662250872555415,0.9013986259363509,0.042034258728377495,15.186034711177067
48,8.102607667695953,17.157004630838074,0.8766673682173054,0.0401845768869748,6.077523349461535
49,8.715294703918845,12.262052216034979,0.5523733515874647,0.03577878376451008,15.580695717039461
50,8.053885497469976,9.289306965636571,0.575103061673639,0.005300740770809933,15.678886075321483
51,8.318758596066585,15.620506765202158,0.7160792603802454,0.019292025366455016,5.133423619356846
52,8.603261581806793,10.374266066608111,0.7665520416728017,0.019988180140043617,14.34408903788778
53,8.043364137495434,14.754106869844671,0.9190516655656429,0.009510527909465548,11.162896884920945
54,8.730871246468197,16.573933161129318,0.9387938679387643,0.0383183230525583,16.390576292477977
55,8.380360256272919,16.666917917454967,0.6370468505853931,0.0012913331184347472,14.138709517132554
56,8.819412197587132,15.626649114831356,0.6303993365591963,0.020927868895691086,9.428403662393794
57,8.82802241809461,12.538584599579616,0.8246004636644715,0.025745203006947322,4.120487115085211
58,8.011540064616296,15.410235512580323,0.6627039983849479,0.029277233626283924,5.497761294556135
59,8.624395741389394,10.683444900151983,0.7258617189290255,0.03694815634264805,6.284180531886609
60,8.881991507924127,15.84256919720406,0.7898917369137901,0.02076769808342822,14.009393518037365
61,8.154244619966756,14.374046755539311,0.6041772548860838,0.03000373138110702,5.470567893738409
62,8.829456871634688,14.102348813501564,0.8870732213700221,0.007856157246479695,16.05464751423288
63,8.737418379609672,17.433304643743046,0.8843842925701997,0.03346785687538078,7.038839090257514
64,8.020802522195439,17.927333154351565,0.8522851614678519,0.04923020822009221,9.517109455792722
65,8.49121518967554,9.926477210317557,0.6943063088424755,0.01462359129180285,13.751793718879243
66,8.874663085240012,15.000477699648155,0.8006555816204359,0.048168529340269,11.73252379039468
67,8.253256075417726,10.214461995005433,0.6463746663046629,0.041168876115244876,4.03756586065419
68,8.260617836888022,16.485866430311386,0.7719464459292354,0.008370843466106396,11.22841647178084
69,8.826898150485297,16.501977571015615,0.848171335837721,0.041375589619443105,6.337644365179386
