index,log_lsun,log_lsun_u,t_exp,t_exp_u,v_start,v_start_u,t_inner,t_inner_u
0,10.234673891585235,0.8938695566340944,14.12205587849597,0.7805139696239929,6425.559420049953,0.781949275062441,13561.86550446053,0.4404663761151324
1,9.207942602241527,0.4831770408966104,13.529134524320911,0.6322836310802279,6289.950587443218,0.6124382343040227,14562.631359770136,0.6906578399425337
2,8.798075004221852,0.31923000168874105,12.14052202200509,0.2851305055012724,6550.163679338993,0.9377045991737406,14791.445831889198,0.7478614579722993
3,9.931987535466916,0.7727950141867667,11.285603056016031,0.07140076400400786,6560.067771281066,0.9500847141013322,11828.622912470935,0.007155728117733795
4,10.394514238019784,0.957805695207914,11.094395580918187,0.023598895229546613,6191.471038335806,0.48933879791975743,15568.494419097913,0.9421236047744784
5,8.755517058163997,0.3022068232655989,13.544492240603452,0.636123060150863,6285.636175887635,0.6070452198595431,14441.636025033056,0.660409006258264
6,9.013132061801059,0.4052528247204238,14.69243836906452,0.9231095922661302,5821.980354865336,0.027475443581670422,12318.896073289896,0.12972401832247404
7,8.955093934351128,0.3820375737404511,13.06407310727938,0.5160182768198449,6233.65117390972,0.5420639673871492,13077.204690634717,0.3193011726586791
8,10.006470772231863,0.8025883088927452,11.067426438287177,0.016856609571794134,6073.594248373385,0.34199281046673113,13957.973493552718,0.5394933733881793
9,9.445086760937512,0.578034704375005,11.607805657809491,0.1519514144523728,6355.709535082971,0.6946369188537148,14973.349267133535,0.7933373167833839
10,9.831649713902541,0.7326598855610165,12.861762983322604,0.4654407458306511,6492.551645225301,0.8656895565316266,12078.07180025186,0.06951795006296524
11,8.774133452608824,0.30965338104352935,13.699281205048575,0.6748203012621437,5958.711175227282,0.1983889690341032,13800.763972374412,0.5001909930936029
12,9.921537157253512,0.7686148629014051,11.223083231899233,0.055770807974808156,6563.644992727368,0.9545562409092102,12700.215588981566,0.22505389724539127
13,10.299924197401284,0.9199696789605134,12.588401055346786,0.3971002638366965,6330.261639001803,0.6628270487522532,11814.524047321278,0.0036310118303196637
14,8.956360411069788,0.3825441644279154,14.279502730483731,0.8198756826209329,6461.237931398458,0.8265474142480727,12429.452624910109,0.15736315622752728
15,8.402621836760506,0.16104873470420233,14.288756576210904,0.8221891440527261,6283.531618099686,0.6044145226246077,13773.314037269389,0.4933285093173472
16,8.151145104279735,0.06045804171189362,12.243272229432728,0.31081805735818213,6391.549337133371,0.7394366714167144,15044.996707075727,0.8112491767689318
